accession,start,end,cds_product
CP118281.1,291793,291680,Error: 'ExactPosition' object has no attribute 'position'
CP118281.1,1967453,1967551,Error: 'ExactPosition' object has no attribute 'position'
CP118280.1,1061820,1056517,Error: 'BeforePosition' object has no attribute 'position'
CP118280.1,791113,791226,Error: 'ExactPosition' object has no attribute 'position'
CP118280.1,1944889,1944776,Error: 'BeforePosition' object has no attribute 'position'
CP118280.1,2098140,2098042,Error: 'BeforePosition' object has no attribute 'position'
CP067363.1,353291,358594,Error: 'ExactPosition' object has no attribute 'position'
CP067363.1,1656497,1656384,Error: 'ExactPosition' object has no attribute 'position'
CP067363.1,464852,464965,Error: 'ExactPosition' object has no attribute 'position'
LR536833.1,404127,409430,Error: 'ExactPosition' object has no attribute 'position'
LR536833.1,1613648,1613535,Error: 'BeforePosition' object has no attribute 'position'
LR536833.1,515359,515472,Error: 'ExactPosition' object has no attribute 'position'
CP139860.1,1368095,1373398,No matching CDS
CP139860.1,488266,488153,No matching CDS
CP139860.1,1478274,1478387,No matching CDS
CP137112.1,1427580,1432883,No matching CDS
CP137112.1,496773,496660,No matching CDS
CP137112.1,1532868,1532981,No matching CDS
CP137112.1,1026442,1026344,No matching CDS
AP028607.1,357676,362979,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,1625025,1624912,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,458799,458912,Error: 'ExactPosition' object has no attribute 'position'
LR216057.1,376967,382270,Error: 'ExactPosition' object has no attribute 'position'
LR216057.1,1552950,1552837,Error: 'BeforePosition' object has no attribute 'position'
LR216057.1,489317,489430,Error: 'ExactPosition' object has no attribute 'position'
CP137110.1,713757,708454,No matching CDS
CP137110.1,1563174,1563287,No matching CDS
CP137110.1,606366,606253,No matching CDS
LR216048.1,357087,362390,Error: 'ExactPosition' object has no attribute 'position'
LR216048.1,1554757,1554644,Error: 'BeforePosition' object has no attribute 'position'
LR216048.1,474831,474944,Error: 'ExactPosition' object has no attribute 'position'
LR216013.1,343620,348923,Error: 'ExactPosition' object has no attribute 'position'
LR216013.1,1488376,1488263,Error: 'BeforePosition' object has no attribute 'position'
LR216013.1,454655,454768,Error: 'ExactPosition' object has no attribute 'position'
AP026927.1,337122,342425,Error: 'ExactPosition' object has no attribute 'position'
AP026927.1,1516448,1516335,Error: 'ExactPosition' object has no attribute 'position'
AP026927.1,450118,450231,Error: 'ExactPosition' object has no attribute 'position'
AP026924.1,1814452,1809149,Error: 'ExactPosition' object has no attribute 'position'
AP026924.1,565621,565734,Error: 'ExactPosition' object has no attribute 'position'
AP026924.1,1711815,1711702,Error: 'ExactPosition' object has no attribute 'position'
AP026915.1,372910,378213,Error: 'ExactPosition' object has no attribute 'position'
AP026915.1,1524249,1524136,Error: 'ExactPosition' object has no attribute 'position'
AP026915.1,474321,474434,Error: 'ExactPosition' object has no attribute 'position'
LR216046.1,465705,471008,Error: 'ExactPosition' object has no attribute 'position'
LR216046.1,1645010,1644897,Error: 'BeforePosition' object has no attribute 'position'
LR216046.1,578117,578230,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,347679,352982,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,1531330,1531217,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,460782,460895,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,2014694,2014596,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,351065,356368,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,1549746,1549633,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,465002,465115,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,2033067,2032969,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,364912,370215,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,1591602,1591489,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,479850,479963,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,2070880,2070782,Error: 'ExactPosition' object has no attribute 'position'
CP137115.1,1352803,1358106,No matching CDS
CP137115.1,505648,505535,No matching CDS
CP137115.1,1457617,1457730,No matching CDS
LN831051.1,133362,128059,Error: 'ExactPosition' object has no attribute 'position'
LN831051.1,1060114,1060227,Error: 'ExactPosition' object has no attribute 'position'
LN831051.1,22772,22659,Error: 'ExactPosition' object has no attribute 'position'
LR216062.1,305004,310307,Error: 'ExactPosition' object has no attribute 'position'
LR216062.1,1494524,1494411,Error: 'BeforePosition' object has no attribute 'position'
LR216062.1,406286,406399,Error: 'ExactPosition' object has no attribute 'position'
CP139863.1,717469,712166,No matching CDS
CP139863.1,1578993,1579106,No matching CDS
CP139863.1,614941,614828,No matching CDS
CP137102.1,677373,672070,No matching CDS
CP137102.1,1592471,1592584,No matching CDS
CP137102.1,574480,574367,No matching CDS
CP071871.1,363662,368965,Error: 'ExactPosition' object has no attribute 'position'
CP071871.1,1599270,1599157,Error: 'ExactPosition' object has no attribute 'position'
CP071871.1,474693,474806,Error: 'ExactPosition' object has no attribute 'position'
CP001845.1,365234,370537,Error: 'ExactPosition' object has no attribute 'position'
CP001845.1,1543847,1543734,Error: 'ExactPosition' object has no attribute 'position'
CP001845.1,474641,474754,Error: 'ExactPosition' object has no attribute 'position'
LR216065.1,307601,312904,Error: 'ExactPosition' object has no attribute 'position'
LR216065.1,1528045,1527932,Error: 'BeforePosition' object has no attribute 'position'
LR216065.1,420566,420679,Error: 'ExactPosition' object has no attribute 'position'
LR216035.1,299333,304636,Error: 'ExactPosition' object has no attribute 'position'
LR216035.1,1503447,1503319,Error: 'BeforePosition' object has no attribute 'position'
LR216035.1,415805,415918,Error: 'ExactPosition' object has no attribute 'position'
LR216022.1,469853,475156,Error: 'ExactPosition' object has no attribute 'position'
LR216022.1,1676311,1676198,Error: 'BeforePosition' object has no attribute 'position'
LR216022.1,588040,588132,Error: 'ExactPosition' object has no attribute 'position'
KX102624.1,299,5587,Error: 'ExactPosition' object has no attribute 'position'
CP038808.1,327393,332696,Error: 'ExactPosition' object has no attribute 'position'
CP038808.1,1518008,1517895,Error: 'ExactPosition' object has no attribute 'position'
CP038808.1,441114,441227,Error: 'ExactPosition' object has no attribute 'position'
CP036529.1,686570,681267,Error: 'ExactPosition' object has no attribute 'position'
CP036529.1,1535764,1535877,Error: 'ExactPosition' object has no attribute 'position'
CP036529.1,572706,572593,Error: 'ExactPosition' object has no attribute 'position'
LS483390.1,328761,334064,Error: 'ExactPosition' object has no attribute 'position'
LS483390.1,1519374,1519261,Error: 'ExactPosition' object has no attribute 'position'
LS483390.1,442482,442595,Error: 'ExactPosition' object has no attribute 'position'
LS483374.1,335379,340682,Error: 'ExactPosition' object has no attribute 'position'
LS483374.1,1525995,1525882,Error: 'ExactPosition' object has no attribute 'position'
LS483374.1,449100,449213,Error: 'ExactPosition' object has no attribute 'position'
CP000410.2,334923,340226,Error: 'ExactPosition' object has no attribute 'position'
CP000410.2,1525538,1525425,Error: 'ExactPosition' object has no attribute 'position'
CP000410.2,448644,448757,Error: 'ExactPosition' object has no attribute 'position'
CP027540.1,335379,340682,Error: 'ExactPosition' object has no attribute 'position'
CP027540.1,1525994,1525881,Error: 'ExactPosition' object has no attribute 'position'
CP027540.1,449100,449213,Error: 'ExactPosition' object has no attribute 'position'
CP155800.1,1408515,1413818,Error: 'ExactPosition' object has no attribute 'position'
CP155800.1,559313,559200,Error: 'ExactPosition' object has no attribute 'position'
CP155800.1,1522231,1522344,Error: 'ExactPosition' object has no attribute 'position'
CP118288.1,205033,210336,Error: 'ExactPosition' object has no attribute 'position'
CP118288.1,771832,771719,Error: 'BeforePosition' object has no attribute 'position'
CP118288.1,705529,705642,Error: 'ExactPosition' object has no attribute 'position'
CP118287.1,275381,270078,Error: 'ExactPosition' object has no attribute 'position'
CP118287.1,636073,635960,Error: 'ExactPosition' object has no attribute 'position'
CP118287.1,1453862,1453975,Error: 'ExactPosition' object has no attribute 'position'
CP118285.1,394749,389446,Error: 'ExactPosition' object has no attribute 'position'
CP118285.1,754591,754478,Error: 'ExactPosition' object has no attribute 'position'
CP118285.1,281028,280915,Error: 'ExactPosition' object has no attribute 'position'
CP118286.1,229364,224061,Error: 'ExactPosition' object has no attribute 'position'
CP118286.1,898923,899036,Error: 'ExactPosition' object has no attribute 'position'
CP118286.1,115643,115530,Error: 'ExactPosition' object has no attribute 'position'
CP102583.1,25236,19933,No matching CDS
CP102583.1,1962194,1962081,No matching CDS
CP102583.1,595852,595739,No matching CDS
CP035238.1,335378,340681,Error: 'ExactPosition' object has no attribute 'position'
CP035238.1,1526000,1525887,Error: 'ExactPosition' object has no attribute 'position'
CP035238.1,449098,449211,Error: 'ExactPosition' object has no attribute 'position'
CP079922.1,328761,334064,Error: 'ExactPosition' object has no attribute 'position'
CP079922.1,1519377,1519264,Error: 'ExactPosition' object has no attribute 'position'
CP079922.1,442482,442595,Error: 'ExactPosition' object has no attribute 'position'
CP061208.1,335336,340639,Error: 'ExactPosition' object has no attribute 'position'
CP061208.1,1525952,1525839,Error: 'ExactPosition' object has no attribute 'position'
CP061208.1,449057,449170,Error: 'ExactPosition' object has no attribute 'position'
AE007317.1,327393,332696,Error: 'ExactPosition' object has no attribute 'position'
AE007317.1,1518006,1517893,Error: 'ExactPosition' object has no attribute 'position'
AE007317.1,441113,441226,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,353163,358466,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,1656036,1655923,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,464721,464834,Error: 'ExactPosition' object has no attribute 'position'
LR216040.1,377258,382561,Error: 'ExactPosition' object has no attribute 'position'
LR216040.1,1617771,1617658,Error: 'BeforePosition' object has no attribute 'position'
LR216040.1,500804,500917,Error: 'ExactPosition' object has no attribute 'position'
CP031248.1,1141432,1136129,No matching CDS
CP031248.1,2065613,2065726,No matching CDS
CP031248.1,1017842,1017729,No matching CDS
CP031248.1,1544773,1544883,No matching CDS
AP028604.1,408888,414191,Error: 'ExactPosition' object has no attribute 'position'
AP028604.1,1649097,1648984,Error: 'ExactPosition' object has no attribute 'position'
AP028604.1,510344,510457,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,408888,414191,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,1649134,1649021,Error: 'ExactPosition' object has no attribute 'position'
AP028603.1,510344,510457,Error: 'ExactPosition' object has no attribute 'position'
LR595848.1,351821,352777,No matching CDS
LR595848.1,1670777,1670055,No matching CDS
LR595848.1,1292315,1291686,No matching CDS
LR595848.1,350796,351233,No matching CDS
LR595848.1,170365,170694,No matching CDS
LR216065.1,296034,296990,Error: 'ExactPosition' object has no attribute 'position'
LR216065.1,1603256,1602534,Error: 'BeforePosition' object has no attribute 'position'
LR216065.1,1205463,1204834,Error: 'BeforePosition' object has no attribute 'position'
LR216065.1,295009,295446,Error: 'BeforePosition' object has no attribute 'position'
LR216065.1,115252,115581,Error: 'BeforePosition' object has no attribute 'position'
LR216043.1,344698,345654,Error: 'ExactPosition' object has no attribute 'position'
LR216043.1,1643078,1642425,Error: 'BeforePosition' object has no attribute 'position'
LR216043.1,1272887,1272258,Error: 'BeforePosition' object has no attribute 'position'
LR216043.1,1639744,1639061,Error: 'BeforePosition' object has no attribute 'position'
LR216043.1,1647443,1646814,Error: 'BeforePosition' object has no attribute 'position'
LR216043.1,343673,344110,Error: 'BeforePosition' object has no attribute 'position'
LR216043.1,162665,162994,Error: 'BeforePosition' object has no attribute 'position'
LR216025.1,284730,285686,Error: 'ExactPosition' object has no attribute 'position'
LR216025.1,1166271,1165642,Error: 'BeforePosition' object has no attribute 'position'
LR216025.1,283705,284142,Error: 'BeforePosition' object has no attribute 'position'
LR216025.1,114693,115022,Error: 'BeforePosition' object has no attribute 'position'
LR129841.1,316503,317459,No matching CDS
LR129841.1,1633630,1632908,No matching CDS
LR129841.1,1256834,1256205,No matching CDS
LR129841.1,315478,315915,No matching CDS
LR129841.1,135048,135377,No matching CDS
LS483417.1,335851,336807,Error: 'ExactPosition' object has no attribute 'position'
LS483417.1,1260964,1260335,Error: 'ExactPosition' object has no attribute 'position'
LS483417.1,334826,335263,Error: 'BeforePosition' object has no attribute 'position'
LS483417.1,164684,165013,Error: 'BeforePosition' object has no attribute 'position'
CP131712.1,302114,303070,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,1705388,1704729,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,1326015,1325386,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,1697402,1696749,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,1694068,1693385,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,1701772,1701527,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,1701527,1701138,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,301089,301526,Error: 'BeforePosition' object has no attribute 'position'
CP131712.1,129417,129746,Error: 'BeforePosition' object has no attribute 'position'
OM328062.1,7281,8237,Error: 'BeforePosition' object has no attribute 'position'
OM328062.1,6256,6693,Error: 'BeforePosition' object has no attribute 'position'
CP035263.1,315738,316694,Error: 'ExactPosition' object has no attribute 'position'
CP035263.1,1629371,1628649,Error: 'ExactPosition' object has no attribute 'position'
CP035263.1,1254694,1254065,Error: 'ExactPosition' object has no attribute 'position'
CP035263.1,314713,315150,Error: 'BeforePosition' object has no attribute 'position'
CP035263.1,134090,134419,Error: 'BeforePosition' object has no attribute 'position'
CP035262.1,325180,326136,Error: 'ExactPosition' object has no attribute 'position'
CP035262.1,1624114,1623461,Error: 'ExactPosition' object has no attribute 'position'
CP035262.1,1633895,1633236,Error: 'ExactPosition' object has no attribute 'position'
CP035262.1,1255194,1254565,Error: 'ExactPosition' object has no attribute 'position'
CP035262.1,1629707,1628982,Error: 'ExactPosition' object has no attribute 'position'
CP035262.1,1621903,1621670,Error: 'ExactPosition' object has no attribute 'position'
CP035262.1,324155,324592,Error: 'BeforePosition' object has no attribute 'position'
CP035262.1,134718,135047,Error: 'BeforePosition' object has no attribute 'position'
CP035262.1,1621707,1621219,Error: 'ExactPosition' object has no attribute 'position'
CP035259.1,329379,330335,Error: 'ExactPosition' object has no attribute 'position'
CP035259.1,1255172,1254543,Error: 'ExactPosition' object has no attribute 'position'
CP035259.1,328354,328791,Error: 'BeforePosition' object has no attribute 'position'
CP035259.1,155712,156041,Error: 'BeforePosition' object has no attribute 'position'
CP035258.1,329370,330326,Error: 'ExactPosition' object has no attribute 'position'
CP035258.1,1257994,1257365,Error: 'ExactPosition' object has no attribute 'position'
CP035258.1,328345,328782,Error: 'BeforePosition' object has no attribute 'position'
CP035258.1,155702,156031,Error: 'BeforePosition' object has no attribute 'position'
HE651314.1,7069,8025,Error: 'ExactPosition' object has no attribute 'position'
HE651314.1,6044,6481,Error: 'BeforePosition' object has no attribute 'position'
FQ312029.1,316885,317841,Error: 'ExactPosition' object has no attribute 'position'
FQ312029.1,1246316,1245687,Error: 'ExactPosition' object has no attribute 'position'
FQ312029.1,1620948,1620496,Error: 'ExactPosition' object has no attribute 'position'
FQ312029.1,315860,316297,Error: 'BeforePosition' object has no attribute 'position'
FQ312029.1,135193,135522,Error: 'BeforePosition' object has no attribute 'position'
CP000919.1,320878,321834,Error: 'ExactPosition' object has no attribute 'position'
CP000919.1,1592883,1592224,Error: 'ExactPosition' object has no attribute 'position'
CP000919.1,1213159,1212530,Error: 'ExactPosition' object has no attribute 'position'
CP000919.1,1582449,1581766,Error: 'ExactPosition' object has no attribute 'position'
CP000919.1,1589267,1588635,Error: 'ExactPosition' object has no attribute 'position'
CP000919.1,319853,320290,Error: 'BeforePosition' object has no attribute 'position'
CP000919.1,149389,149718,Error: 'BeforePosition' object has no attribute 'position'
CP001033.1,347120,348076,Error: 'BeforePosition' object has no attribute 'position'
CP001033.1,1724161,1723502,Error: 'ExactPosition' object has no attribute 'position'
CP001033.1,1341537,1340908,Error: 'ExactPosition' object has no attribute 'position'
CP001033.1,1719973,1719248,Error: 'ExactPosition' object has no attribute 'position'
CP001033.1,1711930,1711724,Error: 'ExactPosition' object has no attribute 'position'
CP001033.1,1711727,1711248,Error: 'ExactPosition' object has no attribute 'position'
CP001033.1,346095,346532,Error: 'BeforePosition' object has no attribute 'position'
CP001033.1,135644,135973,Error: 'BeforePosition' object has no attribute 'position'
CR931662.1,9304,10260,Error: 'ExactPosition' object has no attribute 'position'
CR931662.1,8279,8716,Error: 'BeforePosition' object has no attribute 'position'
X85787.1,9524,10480,Error: 'ExactPosition' object has no attribute 'position'
X85787.1,8498,8935,Error: 'BeforePosition' object has no attribute 'position'
AP028607.1,342082,343038,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,1277038,1276409,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,341057,341494,Error: 'BeforePosition' object has no attribute 'position'
AP028607.1,168791,169120,Error: 'BeforePosition' object has no attribute 'position'
LR216028.1,301925,302881,Error: 'ExactPosition' object has no attribute 'position'
LR216028.1,1344336,1343707,Error: 'BeforePosition' object has no attribute 'position'
LR216028.1,300900,301337,Error: 'BeforePosition' object has no attribute 'position'
LR216028.1,125380,125709,Error: 'BeforePosition' object has no attribute 'position'
CP113115.1,102784,101828,Error: 'ExactPosition' object has no attribute 'position'
CP113115.1,1350190,1350819,Error: 'BeforePosition' object has no attribute 'position'
CP113115.1,103809,103372,Error: 'ExactPosition' object has no attribute 'position'
CP113115.1,275507,275178,Error: 'ExactPosition' object has no attribute 'position'
CP113114.1,422482,423438,Error: 'ExactPosition' object has no attribute 'position'
CP113114.1,1455390,1454761,Error: 'ExactPosition' object has no attribute 'position'
CP113114.1,421457,421894,Error: 'BeforePosition' object has no attribute 'position'
CP113114.1,249759,250088,Error: 'BeforePosition' object has no attribute 'position'
LR216058.1,288907,289863,Error: 'ExactPosition' object has no attribute 'position'
LR216058.1,1635470,1634817,Error: 'BeforePosition' object has no attribute 'position'
LR216058.1,1144733,1144104,Error: 'BeforePosition' object has no attribute 'position'
LR216058.1,1632136,1631453,Error: 'BeforePosition' object has no attribute 'position'
LR216058.1,1639838,1639206,Error: 'BeforePosition' object has no attribute 'position'
LR216058.1,287883,288218,Error: 'BeforePosition' object has no attribute 'position'
LR216058.1,117538,117867,Error: 'BeforePosition' object has no attribute 'position'
LR216052.1,311254,312210,Error: 'ExactPosition' object has no attribute 'position'
LR216052.1,1222905,1222276,Error: 'BeforePosition' object has no attribute 'position'
LR216052.1,310230,310565,Error: 'BeforePosition' object has no attribute 'position'
LR216052.1,130410,130739,Error: 'BeforePosition' object has no attribute 'position'
KY750647.1,9155,10111,Error: 'ExactPosition' object has no attribute 'position'
KY750647.1,8131,8466,Error: 'BeforePosition' object has no attribute 'position'
KY750644.1,9752,10708,Error: 'ExactPosition' object has no attribute 'position'
KY750644.1,8728,9063,Error: 'BeforePosition' object has no attribute 'position'
KY750643.1,9148,10104,Error: 'ExactPosition' object has no attribute 'position'
KY750643.1,8124,8459,Error: 'BeforePosition' object has no attribute 'position'
KY750640.1,9820,10776,Error: 'ExactPosition' object has no attribute 'position'
KY750640.1,8796,9131,Error: 'BeforePosition' object has no attribute 'position'
KY750639.1,9710,10666,Error: 'ExactPosition' object has no attribute 'position'
KY750639.1,8686,9021,Error: 'BeforePosition' object has no attribute 'position'
KY750638.1,9801,10757,Error: 'ExactPosition' object has no attribute 'position'
KY750638.1,8777,9112,Error: 'BeforePosition' object has no attribute 'position'
KY750637.1,9834,10790,Error: 'ExactPosition' object has no attribute 'position'
KY750637.1,8810,9145,Error: 'BeforePosition' object has no attribute 'position'
KY750634.1,9752,10708,Error: 'ExactPosition' object has no attribute 'position'
KY750634.1,8728,9063,Error: 'BeforePosition' object has no attribute 'position'
KY750633.1,9820,10776,Error: 'ExactPosition' object has no attribute 'position'
KY750633.1,8796,9131,Error: 'BeforePosition' object has no attribute 'position'
CP137107.1,742510,741554,No matching CDS
CP137107.1,1579528,1580187,No matching CDS
CP137107.1,1586903,1587556,No matching CDS
CP137107.1,1954985,1955614,No matching CDS
CP137107.1,1590237,1590923,No matching CDS
CP137107.1,1582536,1582778,No matching CDS
CP137107.1,1582778,1583167,No matching CDS
CP137107.1,743534,743199,No matching CDS
CP137107.1,916118,915789,No matching CDS
CP126249.1,291054,292010,No matching CDS
CP126249.1,1583647,1582988,No matching CDS
CP126249.1,1200085,1199456,No matching CDS
CP126249.1,1576274,1575621,No matching CDS
CP126249.1,1580639,1580010,No matching CDS
CP126249.1,1572940,1572734,No matching CDS
CP126249.1,1572737,1572258,No matching CDS
CP126249.1,290030,290365,No matching CDS
CP126249.1,119000,119329,No matching CDS
CP060156.1,344473,345429,Error: 'ExactPosition' object has no attribute 'position'
CP060156.1,1713101,1712448,Error: 'ExactPosition' object has no attribute 'position'
CP060156.1,1273933,1273304,Error: 'ExactPosition' object has no attribute 'position'
CP060156.1,1709767,1709084,Error: 'ExactPosition' object has no attribute 'position'
CP060156.1,1717467,1717225,Error: 'ExactPosition' object has no attribute 'position'
CP060156.1,1717226,1716837,Error: 'ExactPosition' object has no attribute 'position'
CP060156.1,343449,343784,Error: 'BeforePosition' object has no attribute 'position'
CP060156.1,171566,171895,Error: 'BeforePosition' object has no attribute 'position'
CR931666.1,9702,10658,Error: 'ExactPosition' object has no attribute 'position'
CR931666.1,8666,9013,Error: 'ExactPosition' object has no attribute 'position'
CR931665.1,9307,10263,Error: 'ExactPosition' object has no attribute 'position'
CR931665.1,8283,8618,Error: 'BeforePosition' object has no attribute 'position'
CR931664.1,9307,10263,Error: 'ExactPosition' object has no attribute 'position'
CR931664.1,8283,8618,Error: 'BeforePosition' object has no attribute 'position'
CP025838.1,328301,329257,Error: 'ExactPosition' object has no attribute 'position'
CP025838.1,1204014,1203385,Error: 'ExactPosition' object has no attribute 'position'
CP025838.1,327265,327612,Error: 'ExactPosition' object has no attribute 'position'
CP025838.1,162807,163136,Error: 'BeforePosition' object has no attribute 'position'
CP131707.1,310966,311922,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1637324,1636665,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1277967,1277338,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1625093,1624410,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,1633136,1632411,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,309930,310277,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,139561,139890,Error: 'BeforePosition' object has no attribute 'position'
LR216046.1,452660,453616,Error: 'ExactPosition' object has no attribute 'position'
LR216046.1,1371214,1370585,Error: 'BeforePosition' object has no attribute 'position'
LR216046.1,451636,451971,Error: 'BeforePosition' object has no attribute 'position'
LR216046.1,241253,241582,Error: 'BeforePosition' object has no attribute 'position'
KY750635.1,9818,10774,Error: 'ExactPosition' object has no attribute 'position'
KY750635.1,8794,9129,Error: 'BeforePosition' object has no attribute 'position'
LR216066.1,329946,330902,Error: 'ExactPosition' object has no attribute 'position'
LR216066.1,1582047,1581325,Error: 'BeforePosition' object has no attribute 'position'
LR216066.1,1325711,1325082,Error: 'BeforePosition' object has no attribute 'position'
LR216066.1,328922,329257,Error: 'BeforePosition' object has no attribute 'position'
LR216066.1,167025,167354,Error: 'BeforePosition' object has no attribute 'position'
KY750648.1,9508,10464,Error: 'ExactPosition' object has no attribute 'position'
KY750648.1,8484,8819,Error: 'BeforePosition' object has no attribute 'position'
CR931663.1,9351,10307,Error: 'ExactPosition' object has no attribute 'position'
CR931663.1,8315,8662,Error: 'ExactPosition' object has no attribute 'position'
OM328063.1,12277,12948,No matching CDS
OM328063.1,10284,10574,No matching CDS
OM328063.1,9259,9696,Error: 'BeforePosition' object has no attribute 'position'
EU675999.1,11104,10445,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1642498,1641833,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1658198,1657539,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1281533,1280904,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1653654,1652950,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1646873,1646181,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1651088,1650738,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,1650209,1649994,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,184722,185051,Error: 'BeforePosition' object has no attribute 'position'
AP018044.1,2053291,2053938,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,2240818,2240165,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,1216160,1215507,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,843686,843057,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,1212826,1212143,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,2245183,2244554,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,2237485,2237159,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,1220526,1220284,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,1220285,1219896,Error: 'ExactPosition' object has no attribute 'position'
AP018044.1,1870557,1870886,Error: 'BeforePosition' object has no attribute 'position'
CP113267.1,1735739,1735092,Error: 'ExactPosition' object has no attribute 'position'
CP113267.1,427567,428226,Error: 'ExactPosition' object has no attribute 'position'
CP113267.1,437348,438001,Error: 'BeforePosition' object has no attribute 'position'
CP113267.1,1110563,1109910,Error: 'ExactPosition' object has no attribute 'position'
CP113267.1,431755,432480,Error: 'BeforePosition' object has no attribute 'position'
CP113267.1,440682,440888,Error: 'BeforePosition' object has no attribute 'position'
CP113267.1,440885,441364,Error: 'BeforePosition' object has no attribute 'position'
CP113267.1,129445,129774,Error: 'BeforePosition' object has no attribute 'position'
AF057294.1,9707,10354,Error: 'ExactPosition' object has no attribute 'position'
CR931685.1,9548,10195,Error: 'ExactPosition' object has no attribute 'position'
AF030373.1,10166,10813,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,332657,333304,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,1240612,1239983,Error: 'ExactPosition' object has no attribute 'position'
CP016633.2,141526,141855,Error: 'BeforePosition' object has no attribute 'position'
LR216022.1,455123,455770,Error: 'ExactPosition' object has no attribute 'position'
LR216022.1,1350432,1349803,Error: 'BeforePosition' object has no attribute 'position'
LR216022.1,249926,250255,Error: 'BeforePosition' object has no attribute 'position'
CP035265.1,337777,338424,Error: 'ExactPosition' object has no attribute 'position'
CP035265.1,1225204,1224575,Error: 'ExactPosition' object has no attribute 'position'
CP035265.1,133176,133505,Error: 'BeforePosition' object has no attribute 'position'
CP016632.2,335003,335650,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,1256390,1255761,Error: 'ExactPosition' object has no attribute 'position'
CP016632.2,143280,143609,Error: 'BeforePosition' object has no attribute 'position'
CP035264.1,373875,374522,Error: 'ExactPosition' object has no attribute 'position'
CP035264.1,1260255,1259626,Error: 'ExactPosition' object has no attribute 'position'
CP035264.1,169272,169601,Error: 'BeforePosition' object has no attribute 'position'
CP016227.1,349889,350536,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,1256021,1255680,Error: 'ExactPosition' object has no attribute 'position'
CP016227.1,158923,159252,Error: 'BeforePosition' object has no attribute 'position'
LR216018.1,413567,414214,Error: 'ExactPosition' object has no attribute 'position'
LR216018.1,1672634,1671975,Error: 'BeforePosition' object has no attribute 'position'
LR216018.1,1311106,1310477,Error: 'BeforePosition' object has no attribute 'position'
LR216018.1,1660412,1659729,Error: 'BeforePosition' object has no attribute 'position'
LR216018.1,1668455,1667730,Error: 'BeforePosition' object has no attribute 'position'
LR216018.1,239996,240325,Error: 'BeforePosition' object has no attribute 'position'
CP131710.1,373453,374100,Error: 'ExactPosition' object has no attribute 'position'
CP131710.1,1324001,1323372,Error: 'ExactPosition' object has no attribute 'position'
