allele,accession,start,end
gene_OGC1134_group_1553,MF140335.1,4956,5405
gene_OGC1134_group_1553,MF140334.1,4956,5405
gene_OGC1134_group_1553,MK606429.1,8281,8730
gene_OGC1134_group_1553,CP137110.1,726133,725684
gene_OGC1134_group_1553,CP018838.1,1944538,1944987
gene_OGC1134_group_1553,AP026925.1,316465,316914
gene_OGC1134_group_1553,CR931663.1,6166,6615
gene_OGC1134_group_1553,CR931666.1,6517,6966
gene_OGC1134_group_1553,CP025838.1,325116,325565
gene_OGC1134_group_1553,CP131707.1,307781,308230
gene_OGC1134_group_1553,KY750648.1,6364,6813
gene_OGC1134_group_1553,LR216066.1,326802,327251
gene_OGC1134_group_1553,LR216046.1,449516,449965
gene_OGC1134_group_1553,KY750643.1,6004,6453
gene_OGC1134_group_1553,CR931665.1,6163,6612
gene_OGC1134_group_1553,CR931664.1,6163,6612
gene_OGC1134_group_1553,KY750647.1,6011,6460
gene_OGC1134_group_1553,KY750639.1,6566,7015
gene_OGC1134_group_1553,KY750644.1,6608,7057
gene_OGC1134_group_1553,KY750634.1,6608,7057
gene_OGC1134_group_1553,KY750638.1,6657,7106
gene_OGC1134_group_1553,KY750640.1,6676,7125
gene_OGC1134_group_1553,KY750633.1,6676,7125
gene_OGC1134_group_1553,KY750637.1,6690,7139
gene_OGC1134_group_1553,KY750635.1,6674,7123
gene_OGC1134_group_1553,LR216052.1,308110,308559
gene_OGC1134_group_1553,CP126249.1,287910,288359
gene_OGC1134_group_1553,LR216058.1,285763,286212
gene_OGC1134_group_1553,CP137107.1,745654,745205
gene_OGC1134_group_1553,CP060156.1,341329,341778
gene_OGC1134_group_1553,CR931667.1,7431,7880
gene_OGC1134_group_1553,HE651314.1,3925,4335
gene_OGC1134_group_1553,AJ239004.1,7169,7633
gene_OGC1134_group_1553,AF316641.1,6541,7005
gene_OGC1134_group_1553,CR931644.1,6548,7012
gene_OGC1134_group_1553,CP035241.1,312555,313019
gene_OGC1134_group_1553,CP139862.1,708129,707665
gene_OGC1136_group_1150,GU074953.1,4446,5168
gene_OGC1136_group_1150,KF676986.1,4373,5095
gene_OGC1136_group_1150,GU074952.1,4448,5170
gene_OGC1136_group_1150,KF676984.1,4373,5095
gene_OGC1136_group_1150,KF676983.1,4373,5095
gene_OGC1136_group_1150,KF676985.1,4373,5095
gene_OGC1136_group_1150,CR931653.1,10459,11181
gene_OGC1136_group_1150,JX102570.1,10977,11699
gene_OGC1136_group_1150,CP136899.1,654102,654824
gene_OGC1136_group_1150,CP125291.1,317322,318044
gene_OGC1136_group_1150,CP031246.1,886352,887074
gene_OGC1136_group_1150,CP002121.1,351271,351993
gene_OGC1136_group_1150,CP089949.1,374227,374949
gene_OGC1136_group_1150,CR931656.1,9785,10507
gene_OGC1136_group_1150,JX102571.1,10981,11703
gene_OGC1136_group_1150,JX102572.1,10981,11703
gene_OGC1136_group_1150,CR931657.1,9756,10478
gene_OGC1136_group_1150,MF140335.1,7922,8644
gene_OGC1136_group_1150,MF140334.1,7922,8644
gene_OGC1136_group_1150,MK606429.1,11247,11969
gene_OGC1136_group_1150,CP137110.1,723167,722445
gene_OGC1136_group_1150,CP018838.1,1947504,1948226
gene_OGC1136_group_1150,AP026925.1,319431,320153
gene_OGC1136_group_1150,CR931654.1,9482,10195
gene_OGC1136_group_1150,CR931655.1,11006,11719
gene_OGC1136_group_1150,AJ239004.1,10663,11349
gene_OGC1136_group_1150,AF316641.1,10035,10721
gene_OGC1136_group_1150,CR931644.1,10042,10728
gene_OGC1136_group_1150,CP035241.1,316049,316735
gene_OGC1136_group_1150,CP139862.1,704635,703949
gene_OGC1136_group_1150,MK606432.1,12045,12362
gene_OGC1136_group_1150,MK606431.1,12045,12362
gene_OGC1136_group_1150,CR931671.1,10015,10281
gene_OGC1137_group_1405,GU074953.1,6327,6827
gene_OGC1137_group_1405,KF676986.1,6254,6754
gene_OGC1137_group_1405,GU074952.1,6329,6829
gene_OGC1137_group_1405,KF676984.1,6254,6754
gene_OGC1137_group_1405,KF676983.1,6254,6754
gene_OGC1137_group_1405,KF676985.1,6254,6754
gene_OGC1137_group_1405,CR931656.1,11666,12166
gene_OGC1137_group_1405,CR931653.1,12340,12840
gene_OGC1137_group_1405,JX102572.1,12862,13362
gene_OGC1137_group_1405,JX102570.1,12858,13358
gene_OGC1137_group_1405,JX102571.1,12862,13362
gene_OGC1137_group_1405,CP136899.1,655983,656483
gene_OGC1137_group_1405,CP125291.1,319203,319703
gene_OGC1137_group_1405,CP002121.1,353152,353652
gene_OGC1137_group_1405,CP089949.1,376108,376608
gene_OGC1137_group_1405,CR931657.1,11637,12137
gene_OGC1137_group_1405,MF140335.1,9803,10303
gene_OGC1137_group_1405,MF140334.1,9803,10303
gene_OGC1137_group_1405,MK606429.1,13128,13628
gene_OGC1137_group_1405,CP137110.1,721286,720786
gene_OGC1137_group_1405,CP018838.1,1949385,1949885
gene_OGC1137_group_1405,AP026925.1,321312,321812
gene_OGC1137_group_1405,CP031246.1,888233,888733
gene_OGC1137_group_1405,CR931654.1,11364,11864
gene_OGC1137_group_1405,CR931655.1,12888,13388
gene_OGC1138_group_713,CP136899.1,656493,657680
gene_OGC1138_group_713,CP125291.1,319713,320900
gene_OGC1138_group_713,CP089949.1,376618,377805
gene_OGC1138_group_713,KF676986.1,6764,7951
gene_OGC1138_group_713,KF676985.1,6764,7951
gene_OGC1138_group_713,KF676984.1,6764,7951
gene_OGC1138_group_713,KF676983.1,6764,7951
gene_OGC1138_group_713,JX102572.1,13372,14559
gene_OGC1138_group_713,JX102571.1,13372,14559
gene_OGC1138_group_713,JX102570.1,13368,14555
gene_OGC1138_group_713,GU074953.1,6837,8024
gene_OGC1138_group_713,GU074952.1,6839,8026
gene_OGC1138_group_713,CP002121.1,353662,354849
gene_OGC1138_group_713,CR931656.1,12176,13363
gene_OGC1138_group_713,CR931653.1,12850,14037
gene_OGC1138_group_713,MK606429.1,13638,14825
gene_OGC1138_group_713,CP031246.1,888743,889930
gene_OGC1138_group_713,CP018838.1,1949895,1951082
gene_OGC1138_group_713,MF140335.1,10313,11500
gene_OGC1138_group_713,MF140334.1,10313,11500
gene_OGC1138_group_713,CP137110.1,720776,719589
gene_OGC1138_group_713,AP026925.1,321822,323009
gene_OGC1138_group_713,CR931657.1,12147,13334
gene_OGC1138_group_713,CR931655.1,13398,14585
gene_OGC1138_group_713,CR931654.1,11874,13061
gene_OGC1138_group_713,LR536831.1,379705,380301
gene_OGC1138_group_713,CR931661.1,7941,8537
gene_OGC1138_group_713,LR216037.1,362767,363363
gene_OGC1138_group_713,CR931693.2,11825,12538
gene_OGC1138_group_713,CR931692.1,12133,12846
gene_OGC1138_group_713,CR931668.1,12888,13601
gene_OGC1138_group_713,MK606430.1,14939,15652
gene_OGC1138_group_713,LR216026.1,344861,345574
gene_OGC1138_group_713,LR216041.1,370596,371309
gene_OGC1138_group_713,LS483451.1,370755,371468
gene_OGC1138_group_713,MK606433.1,17992,18438
gene_OGC1138_group_713,CR931674.1,15944,16390
gene_OGC1138_group_713,CR931671.1,14022,14468
gene_OGC1138_group_713,AF316642.1,14802,15248
gene_OGC1138_group_713,CR931673.1,14903,15349
gene_OGC1138_group_713,CR931672.1,14903,15349
gene_OGC1138_group_713,LR216045.1,315031,315477
gene_OGC1138_group_713,LR216056.1,364511,364957
gene_OGC1138_group_713,LR216034.1,303893,304339
gene_OGC1138_group_713,CP137105.1,1513523,1513077
gene_OGC1138_group_713,MK606432.1,16046,16492
gene_OGC1138_group_713,MK606431.1,16046,16492
gene_OGC1383_group_2202,LR216050.1,695556,695870
gene_OGC1383_group_2202,LR216050.1,1204217,1204017
gene_OGC1383_group_2202,LR216050.1,622394,622194
gene_OGC1383_group_2202,LR216050.1,2030891,2031052
gene_OGC1383_group_2202,LR216050.1,1209624,1209848
gene_OGC1383_group_2202,LR216050.1,1320175,1320306
gene_OGC1383_group_2202,LR216050.1,75944,75852
gene_OGC1383_group_2202,LR216050.1,1353475,1353437
gene_OGC1383_group_2202,LR216050.1,1353518,1353477
gene_OGC1383_group_2202,AP026929.1,730386,730700
gene_OGC1383_group_2202,AP026929.1,2054861,2055085
gene_OGC1383_group_2202,AP026929.1,655369,655169
gene_OGC1383_group_2202,AP026929.1,1226477,1226295
gene_OGC1383_group_2202,AP026929.1,1337871,1338002
gene_OGC1383_group_2202,AP026929.1,97994,97902
gene_OGC1383_group_2202,AP026929.1,1371189,1371151
gene_OGC1383_group_2202,AP026929.1,1371232,1371191
gene_OGC1383_group_2202,CP126249.1,703013,703327
gene_OGC1383_group_2202,CP126249.1,628193,627993
gene_OGC1383_group_2202,CP126249.1,1159065,1158883
gene_OGC1383_group_2202,CP126249.1,1270533,1270664
gene_OGC1383_group_2202,CP126249.1,81744,81652
gene_OGC1383_group_2202,CP126249.1,1303833,1303795
gene_OGC1383_group_2202,CP126249.1,1303876,1303835
gene_OGC1383_group_2202,LR216056.1,772354,772668
gene_OGC1383_group_2202,LR216056.1,1233559,1233359
gene_OGC1383_group_2202,LR216056.1,327,488
gene_OGC1383_group_2202,LR216056.1,119756,119640
gene_OGC1383_group_2202,LR216056.1,1324430,1324561
gene_OGC1383_group_2202,LR216056.1,1360934,1360842
gene_OGC1383_group_2202,LR216056.1,700583,700506
gene_OGC1383_group_2202,CP046360.1,725265,725579
gene_OGC1383_group_2202,CP046360.1,2059396,2059620
gene_OGC1383_group_2202,CP046360.1,650383,650183
gene_OGC1383_group_2202,CP046360.1,1221758,1221576
gene_OGC1383_group_2202,CP046360.1,1340804,1340935
gene_OGC1383_group_2202,CP046360.1,94038,93946
gene_OGC1383_group_2202,CP046360.1,1374121,1374083
gene_OGC1383_group_2202,CP046360.1,1374164,1374123
gene_OGC1383_group_2202,CP045931.1,733436,733750
gene_OGC1383_group_2202,CP045931.1,2062225,2062449
gene_OGC1383_group_2202,CP045931.1,659764,659564
gene_OGC1383_group_2202,CP045931.1,1194096,1194296
gene_OGC1383_group_2202,CP045931.1,1190065,1189883
gene_OGC1383_group_2202,CP045931.1,1302264,1302395
gene_OGC1383_group_2202,CP045931.1,98576,98484
gene_OGC1383_group_2202,CP045931.1,1335614,1335522
gene_OGC1383_group_2202,CP035251.1,738029,738343
gene_OGC1383_group_2202,CP035251.1,2069908,2070132
gene_OGC1383_group_2202,CP035251.1,664357,664157
gene_OGC1383_group_2202,CP035251.1,1202530,1202730
gene_OGC1383_group_2202,CP035251.1,1198499,1198317
gene_OGC1383_group_2202,CP035251.1,1310698,1310829
gene_OGC1383_group_2202,CP035251.1,100107,100015
gene_OGC1383_group_2202,CP035251.1,1344048,1343956
gene_OGC1383_group_2202,AP026928.1,744013,744327
gene_OGC1383_group_2202,AP026928.1,671792,671592
gene_OGC1383_group_2202,AP026928.1,1195030,1194848
gene_OGC1383_group_2202,AP026928.1,2070318,2070479
gene_OGC1383_group_2202,AP026928.1,1306502,1306633
gene_OGC1383_group_2202,AP026928.1,96263,96171
gene_OGC1383_group_2202,AP026928.1,1339908,1339870
gene_OGC1383_group_2202,AP026928.1,1339951,1339910
gene_OGC1383_group_2202,CP046359.1,730217,730531
gene_OGC1383_group_2202,CP046359.1,2088666,2088890
gene_OGC1383_group_2202,CP046359.1,655202,655002
gene_OGC1383_group_2202,CP046359.1,1260540,1260358
gene_OGC1383_group_2202,CP046359.1,1371933,1372064
gene_OGC1383_group_2202,CP046359.1,98665,98573
gene_OGC1383_group_2202,CP046359.1,1405251,1405213
gene_OGC1383_group_2202,CP046359.1,1405294,1405253
gene_OGC1383_group_2202,CP046354.1,1392312,1391998
gene_OGC1383_group_2202,CP046354.1,26799,26575
gene_OGC1383_group_2202,CP046354.1,1467328,1467528
gene_OGC1383_group_2202,CP046354.1,863072,863254
gene_OGC1383_group_2202,CP046354.1,744024,743893
gene_OGC1383_group_2202,CP046354.1,2023627,2023719
gene_OGC1383_group_2202,CP046354.1,710706,710744
gene_OGC1383_group_2202,CP046354.1,710663,710704
gene_OGC1383_group_2202,LR216058.1,702448,702762
gene_OGC1383_group_2202,LR216058.1,2073357,2073581
gene_OGC1383_group_2202,LR216058.1,1106970,1107170
gene_OGC1383_group_2202,LR216058.1,1102939,1102757
gene_OGC1383_group_2202,LR216058.1,1214919,1215050
gene_OGC1383_group_2202,LR216058.1,77733,77641
gene_OGC1383_group_2202,LR216058.1,1248269,1248177
gene_OGC1383_group_2202,CP046358.1,725347,725661
gene_OGC1383_group_2202,CP046358.1,2093589,2093813
gene_OGC1383_group_2202,CP046358.1,650330,650130
gene_OGC1383_group_2202,CP046358.1,1256232,1256050
gene_OGC1383_group_2202,CP046358.1,1375282,1375413
gene_OGC1383_group_2202,CP046358.1,94046,93954
gene_OGC1383_group_2202,CP046358.1,1408600,1408562
gene_OGC1383_group_2202,CP046358.1,1408643,1408602
gene_OGC1383_group_2202,CP046379.1,738982,739296
gene_OGC1383_group_2202,CP046379.1,2109283,2109507
gene_OGC1383_group_2202,CP046379.1,663964,663764
gene_OGC1383_group_2202,CP046379.1,1267445,1267263
gene_OGC1383_group_2202,CP046379.1,1383377,1383508
gene_OGC1383_group_2202,CP046379.1,94641,94549
gene_OGC1383_group_2202,CP046379.1,1270907,1270984
gene_OGC1383_group_2202,CP046379.1,1416695,1416657
gene_OGC1383_group_2202,CP046379.1,1416738,1416697
gene_OGC1383_group_2202,CP046356.1,1401607,1401293
gene_OGC1383_group_2202,CP046356.1,31308,31084
gene_OGC1383_group_2202,CP046356.1,1476580,1476780
gene_OGC1383_group_2202,CP046356.1,873103,873285
gene_OGC1383_group_2202,CP046356.1,757171,757040
gene_OGC1383_group_2202,CP046356.1,2047326,2047418
gene_OGC1383_group_2202,CP046356.1,869641,869564
gene_OGC1383_group_2202,CP046356.1,723853,723891
gene_OGC1383_group_2202,CP046356.1,723810,723851
gene_OGC1383_group_2202,CP046357.1,759849,759535
gene_OGC1383_group_2202,CP046357.1,1530947,1530723
gene_OGC1383_group_2202,CP046357.1,834867,835067
gene_OGC1383_group_2202,CP046357.1,230799,230981
gene_OGC1383_group_2202,CP046357.1,114868,114737
gene_OGC1383_group_2202,CP046357.1,1405663,1405755
gene_OGC1383_group_2202,CP046357.1,227337,227260
gene_OGC1383_group_2202,CP046357.1,81540,81578
gene_OGC1383_group_2202,CP046357.1,81497,81538
gene_OGC1383_group_2202,CP035252.1,736226,736540
gene_OGC1383_group_2202,CP035252.1,2136805,2137029
gene_OGC1383_group_2202,CP035252.1,662609,662409
gene_OGC1383_group_2202,CP035252.1,1190978,1191178
gene_OGC1383_group_2202,CP035252.1,1186947,1186765
gene_OGC1383_group_2202,CP035252.1,1298909,1299040
gene_OGC1383_group_2202,CP035252.1,98580,98488
gene_OGC1383_group_2202,CP035252.1,1332259,1332167
gene_OGC1383_group_2202,CP131708.1,710330,710644
gene_OGC1383_group_2202,CP131708.1,2147227,2147451
gene_OGC1383_group_2202,CP131708.1,636608,636408
gene_OGC1383_group_2202,CP131708.1,1157117,1156935
gene_OGC1383_group_2202,CP131708.1,1162524,1162748
gene_OGC1383_group_2202,CP131708.1,1367619,1367750
gene_OGC1383_group_2202,CP131708.1,93017,92925
gene_OGC1383_group_2202,CP131708.1,1400832,1400740
gene_OGC1383_group_2202,CP046355.1,1440450,1440136
gene_OGC1383_group_2202,CP046355.1,31434,31210
gene_OGC1383_group_2202,CP046355.1,1515468,1515668
gene_OGC1383_group_2202,CP046355.1,911935,912117
gene_OGC1383_group_2202,CP046355.1,796003,795872
gene_OGC1383_group_2202,CP046355.1,2086230,2086322
gene_OGC1383_group_2202,CP046355.1,908473,908396
gene_OGC1383_group_2202,CP046355.1,762685,762723
gene_OGC1383_group_2202,CP046355.1,762642,762683
gene_OGC1383_group_2202,CP155532.1,1466338,1466024
gene_OGC1383_group_2202,CP155532.1,31469,31245
gene_OGC1383_group_2202,CP155532.1,1539833,1540033
gene_OGC1383_group_2202,CP155532.1,1021110,1021292
gene_OGC1383_group_2202,CP155532.1,1015703,1015479
gene_OGC1383_group_2202,CP155532.1,815699,815568
gene_OGC1383_group_2202,CP155532.1,2095472,2095564
gene_OGC1383_group_2202,CP155532.1,782486,782578
gene_OGC1383_group_2202,CP131712.1,740254,740568
gene_OGC1383_group_2202,CP131712.1,2178849,2179073
gene_OGC1383_group_2202,CP131712.1,666669,666469
gene_OGC1383_group_2202,CP131712.1,1185339,1185157
gene_OGC1383_group_2202,CP131712.1,1190746,1190970
gene_OGC1383_group_2202,CP131712.1,1396328,1396459
gene_OGC1383_group_2202,CP131712.1,92562,92470
gene_OGC1383_group_2202,CP131712.1,1429542,1429450
gene_OGC1383_group_2202,CP060156.1,760914,761228
gene_OGC1383_group_2202,CP060156.1,2181656,2181880
gene_OGC1383_group_2202,CP060156.1,687368,687168
gene_OGC1383_group_2202,CP060156.1,1217173,1216973
gene_OGC1383_group_2202,CP060156.1,1344248,1344379
gene_OGC1383_group_2202,CP060156.1,131787,131695
gene_OGC1383_group_2202,CP060156.1,1221203,1221295
gene_OGC1383_group_2202,CP060156.1,1377598,1377506
gene_OGC1383_group_2202,CP026670.1,722671,722985
gene_OGC1383_group_2202,CP026670.1,2192934,2193158
gene_OGC1383_group_2202,CP026670.1,649176,648976
gene_OGC1383_group_2202,CP026670.1,1167899,1167717
gene_OGC1383_group_2202,CP026670.1,1173306,1173530
gene_OGC1383_group_2202,CP026670.1,1373310,1373441
gene_OGC1383_group_2202,CP026670.1,93543,93451
gene_OGC1383_group_2202,CP026670.1,1406523,1406431
gene_OGC1383_group_2202,FM211187.1,722671,722985
gene_OGC1383_group_2202,FM211187.1,2192934,2193158
gene_OGC1383_group_2202,FM211187.1,649176,648976
gene_OGC1383_group_2202,FM211187.1,1167899,1167717
gene_OGC1383_group_2202,FM211187.1,1173306,1173530
gene_OGC1383_group_2202,FM211187.1,1373310,1373441
gene_OGC1383_group_2202,FM211187.1,93543,93451
gene_OGC1383_group_2202,FM211187.1,1406523,1406431
gene_OGC1383_group_2202,CP035248.1,755569,755865
gene_OGC1383_group_2202,CP035248.1,1206773,1206576
gene_OGC1383_group_2202,CP035248.1,1320623,1320754
gene_OGC1383_group_2202,CP035248.1,1210805,1210897
gene_OGC1383_group_2202,CP035248.1,1356228,1356136
gene_OGC1383_group_2202,CP035248.1,85332,85240
gene_OGC1383_group_2202,CP035248.1,2045686,2045796
gene_OGC1383_group_2202,CP035248.1,689120,689028
gene_OGC1383_group_2202,LR216010.1,743971,744267
gene_OGC1383_group_2202,LR216010.1,90750,90550
gene_OGC1383_group_2202,LR216010.1,2039372,2039533
gene_OGC1383_group_2202,LR216010.1,1189981,1189784
gene_OGC1383_group_2202,LR216010.1,1311022,1311153
gene_OGC1383_group_2202,LR216010.1,1344909,1344817
gene_OGC1383_group_2202,LR216010.1,677091,676999
gene_OGC1383_group_2202,LR216054.1,700817,701113
gene_OGC1383_group_2202,LR216054.1,1160875,1160675
gene_OGC1383_group_2202,LR216054.1,634152,633970
gene_OGC1383_group_2202,LR216054.1,1166291,1166596
gene_OGC1383_group_2202,LR216054.1,68667,68554
gene_OGC1383_group_2202,LR216054.1,1313075,1312983
gene_OGC1383_group_2202,FQ312039.1,1916814,1917110
gene_OGC1383_group_2202,FQ312039.1,1250509,1250309
gene_OGC1383_group_2202,FQ312039.1,374942,375073
gene_OGC1383_group_2202,FQ312039.1,410547,410455
gene_OGC1383_group_2202,FQ312039.1,870085,869975
gene_OGC1383_group_2202,FQ312039.1,1847210,1847118
gene_OGC1383_group_2202,FQ312039.1,260187,260140
gene_OGC1383_group_2202,FQ312039.1,260146,260105
gene_OGC1383_group_2202,FQ312042.1,1918988,1919284
gene_OGC1383_group_2202,FQ312042.1,1251827,1251627
gene_OGC1383_group_2202,FQ312042.1,260181,259984
gene_OGC1383_group_2202,FQ312042.1,374937,375068
gene_OGC1383_group_2202,FQ312042.1,410544,410452
gene_OGC1383_group_2202,FQ312042.1,963650,963540
gene_OGC1383_group_2202,FQ312042.1,1849401,1849309
gene_OGC1383_group_2202,CP113266.1,1985119,1985415
gene_OGC1383_group_2202,CP113266.1,1348056,1347856
gene_OGC1383_group_2202,CP113266.1,381902,381702
gene_OGC1383_group_2202,CP113266.1,1917934,1917752
gene_OGC1383_group_2202,CP113266.1,1228192,1228353
gene_OGC1383_group_2202,CP113266.1,472599,472730
gene_OGC1383_group_2202,CP113266.1,505922,505830
gene_OGC1383_group_2202,CP035249.1,753636,753932
gene_OGC1383_group_2202,CP035249.1,85438,85238
gene_OGC1383_group_2202,CP035249.1,1230453,1230256
gene_OGC1383_group_2202,CP035249.1,1345187,1345318
gene_OGC1383_group_2202,CP035249.1,1380794,1380702
gene_OGC1383_group_2202,CP035249.1,2111647,2111757
gene_OGC1383_group_2202,CP035249.1,684032,683940
gene_OGC1383_group_2202,FQ312030.1,755547,755843
gene_OGC1383_group_2202,FQ312030.1,85391,85191
gene_OGC1383_group_2202,FQ312030.1,2112386,2112547
gene_OGC1383_group_2202,FQ312030.1,1230854,1230657
gene_OGC1383_group_2202,FQ312030.1,1344184,1344315
gene_OGC1383_group_2202,FQ312030.1,1379789,1379697
gene_OGC1383_group_2202,FQ312030.1,686974,686882
gene_OGC1383_group_2202,CP155535.1,1235441,1235145
gene_OGC1383_group_2202,CP155535.1,83245,83045
gene_OGC1383_group_2202,CP155535.1,760742,760939
gene_OGC1383_group_2202,CP155535.1,647234,647103
gene_OGC1383_group_2202,CP155535.1,611627,611719
gene_OGC1383_group_2202,CP155535.1,2118747,2118857
gene_OGC1383_group_2202,CP155535.1,1305047,1305139
gene_OGC1383_group_2202,AP026922.1,750222,750518
gene_OGC1383_group_2202,AP026922.1,86865,86665
gene_OGC1383_group_2202,AP026922.1,1224918,1224721
gene_OGC1383_group_2202,AP026922.1,1338428,1338559
gene_OGC1383_group_2202,AP026922.1,1374035,1373943
gene_OGC1383_group_2202,AP026922.1,2140658,2140768
gene_OGC1383_group_2202,AP026922.1,680619,680527
gene_OGC1383_group_2202,CP035260.1,715175,715489
gene_OGC1383_group_2202,CP035260.1,1163372,1163172
gene_OGC1383_group_2202,CP035260.1,1261139,1261363
gene_OGC1383_group_2202,CP035260.1,1971553,1971777
gene_OGC1383_group_2202,CP035260.1,1167365,1167565
gene_OGC1383_group_2202,CP035260.1,649016,648816
gene_OGC1383_group_2202,CP035260.1,90992,90879
gene_OGC1383_group_2202,CP035260.1,1294598,1294506
gene_OGC1383_group_2202,CP035241.1,698732,699046
gene_OGC1383_group_2202,CP035241.1,1260843,1261067
gene_OGC1383_group_2202,CP035241.1,1973050,1973274
gene_OGC1383_group_2202,CP035241.1,632574,632374
gene_OGC1383_group_2202,CP035241.1,1153427,1153227
gene_OGC1383_group_2202,CP035241.1,90737,90645
gene_OGC1383_group_2202,CP035241.1,1294185,1294093
gene_OGC1383_group_2202,CP136899.1,1052296,1052610
gene_OGC1383_group_2202,CP136899.1,1625267,1625491
gene_OGC1383_group_2202,CP136899.1,308045,308269
gene_OGC1383_group_2202,CP136899.1,985957,985757
gene_OGC1383_group_2202,CP136899.1,1510658,1510476
gene_OGC1383_group_2202,CP136899.1,1658730,1658638
gene_OGC1383_group_2202,CP136899.1,1514685,1514777
gene_OGC1383_group_2202,CP136899.1,426926,426834
gene_OGC1383_group_2202,CP125291.1,710178,710492
gene_OGC1383_group_2202,CP125291.1,1298132,1298356
gene_OGC1383_group_2202,CP125291.1,2008235,2008459
gene_OGC1383_group_2202,CP125291.1,643838,643638
gene_OGC1383_group_2202,CP125291.1,1170154,1169972
gene_OGC1383_group_2202,CP125291.1,90691,90599
gene_OGC1383_group_2202,CP125291.1,1331481,1331389
gene_OGC1383_group_2202,CP125291.1,1174182,1174274
gene_OGC1383_group_2202,LR216039.1,780890,781204
gene_OGC1383_group_2202,LR216039.1,713288,713088
gene_OGC1383_group_2202,LR216039.1,1227781,1227581
gene_OGC1383_group_2202,LR216039.1,23786,24010
gene_OGC1383_group_2202,LR216039.1,139769,139653
gene_OGC1383_group_2202,LR216039.1,1351960,1351868
gene_OGC1383_group_2202,CP001015.1,719617,719931
gene_OGC1383_group_2202,CP001015.1,2050646,2050807
gene_OGC1383_group_2202,CP001015.1,653141,652941
gene_OGC1383_group_2202,CP001015.1,1165865,1165683
gene_OGC1383_group_2202,CP001015.1,89484,89302
gene_OGC1383_group_2202,CP001015.1,1171272,1171496
gene_OGC1383_group_2202,CP001015.1,1366484,1366392
gene_OGC1383_group_2202,CP137099.1,1773990,1774304
gene_OGC1383_group_2202,CP137099.1,168184,167984
gene_OGC1383_group_2202,CP137099.1,265933,266157
gene_OGC1383_group_2202,CP137099.1,172159,172359
gene_OGC1383_group_2202,CP137099.1,1707696,1707496
gene_OGC1383_group_2202,CP137099.1,1153778,1153686
gene_OGC1383_group_2202,CP137099.1,1034235,1034345
gene_OGC1383_group_2202,CP137099.1,299392,299300
gene_OGC1383_group_2202,CP131707.1,724252,724566
gene_OGC1383_group_2202,CP131707.1,1170633,1170433
gene_OGC1383_group_2202,CP131707.1,2100143,2100304
gene_OGC1383_group_2202,CP131707.1,657782,657582
gene_OGC1383_group_2202,CP131707.1,90199,90017
gene_OGC1383_group_2202,CP131707.1,1176040,1176264
gene_OGC1383_group_2202,CP131707.1,1371229,1371137
gene_OGC1383_group_2202,CP002121.1,748966,749280
gene_OGC1383_group_2202,CP002121.1,1388722,1388946
gene_OGC1383_group_2202,CP002121.1,2100985,2101209
gene_OGC1383_group_2202,CP002121.1,1260736,1260554
gene_OGC1383_group_2202,CP002121.1,125605,125513
gene_OGC1383_group_2202,CP002121.1,680967,680845
gene_OGC1383_group_2202,CP002121.1,1422188,1422096
gene_OGC1383_group_2202,CP002121.1,1264764,1264856
gene_OGC1383_group_2202,CP020551.1,813989,814303
gene_OGC1383_group_2202,CP020551.1,1597709,1597509
gene_OGC1383_group_2202,CP020551.1,1293671,1293489
gene_OGC1383_group_2202,CP020551.1,748813,748721
gene_OGC1383_group_2202,CP113115.1,1948627,1948313
gene_OGC1383_group_2202,CP113115.1,1751820,1751620
gene_OGC1383_group_2202,CP113115.1,477372,477148
gene_OGC1383_group_2202,CP113115.1,2015101,2015301
gene_OGC1383_group_2202,CP113115.1,324778,324960
gene_OGC1383_group_2202,CP113115.1,1757227,1757451
gene_OGC1383_group_2202,CP113115.1,89473,89604
gene_OGC1383_group_2202,CP113115.1,1257105,1257197
gene_OGC1383_group_2202,CP113114.1,858887,859201
gene_OGC1383_group_2202,CP113114.1,1337568,1337368
gene_OGC1383_group_2202,CP113114.1,20152,20376
gene_OGC1383_group_2202,CP113114.1,792413,792213
gene_OGC1383_group_2202,CP113114.1,200488,200306
gene_OGC1383_group_2202,CP113114.1,1342975,1343199
gene_OGC1383_group_2202,CP113114.1,436222,436091
gene_OGC1383_group_2202,CP113114.1,1548475,1548383
gene_OGC1383_group_2202,LN847353.1,1978534,1978226
gene_OGC1383_group_2202,LN847353.1,1157338,1157138
gene_OGC1383_group_2202,LN847353.1,1927277,1927501
gene_OGC1383_group_2202,LN847353.1,1975578,1975447
gene_OGC1383_group_2202,LN847353.1,1246926,1247057
gene_OGC1383_group_2202,LN847353.1,87572,87480
gene_OGC1383_group_2202,LN847353.1,644470,644378
gene_OGC1383_group_2202,LN847353.1,1279573,1279502
gene_OGC1383_group_2202,LN847353.1,710627,710695
gene_OGC1383_group_2202,LN847353.1,1975665,1975730
gene_OGC1383_group_2202,LN847353.1,1973548,1973486
gene_OGC1383_group_2202,AP028601.1,761056,761370
gene_OGC1383_group_2202,AP028601.1,1200371,1200171
gene_OGC1383_group_2202,AP028601.1,2026224,2026448
gene_OGC1383_group_2202,AP028601.1,120202,120002
gene_OGC1383_group_2202,AP028601.1,614073,613942
gene_OGC1383_group_2202,AP028601.1,1329849,1329757
